areaname,regname,country,devname,lat,lon,flag,capital,population,countrycode,year,value
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2001,2117
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2002,2291
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2003,1713
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2004,1816
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2005,1852
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2006,3153
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2007,2574
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2008,1784
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2009,2171
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2010,1942
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2011,1723
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2012,1731
Asia,South-Eastern Asia,Viet Nam,Developing regions,16.16666666,107.83333333,https://restcountries.eu/data/vnm.svg,Hanoi,92700000,VN,2013,2112
