regname,year,lat,lon,population,value
Southern Africa,1998,-129.0,125.0,63146099,1354
Southern Africa,1999,-129.0,125.0,63146099,1492
Southern Africa,2000,-129.0,125.0,63146099,1778
Southern Africa,2001,-129.0,125.0,63146099,1912
Southern Africa,2002,-129.0,125.0,63146099,1515
Southern Africa,2003,-129.0,125.0,63146099,1258
Southern Africa,2004,-129.0,125.0,63146099,1203
Southern Africa,2005,-129.0,125.0,63146099,1012
Southern Africa,2006,-129.0,125.0,63146099,1148
Southern Africa,2007,-129.0,125.0,63146099,1230
Southern Africa,2008,-129.0,125.0,63146099,1184
Southern Africa,2009,-129.0,125.0,63146099,1235
Southern Africa,2010,-129.0,125.0,63146099,1306
Southern Africa,2011,-129.0,125.0,63146099,1049
Southern Africa,2012,-129.0,125.0,63146099,1348
Southern Africa,2013,-129.0,125.0,63146099,1444
Southern Asia,1980,204.75,683.5,1807886040,11315
Southern Asia,1981,204.75,683.5,1807886040,11566
Southern Asia,1982,204.75,683.5,1807886040,11591
Southern Asia,1983,204.75,683.5,1807886040,10157
Southern Asia,1984,204.75,683.5,1807886040,9607
Southern Asia,1985,204.75,683.5,1807886040,7654
Southern Asia,1986,204.75,683.5,1807886040,12468
Southern Asia,1987,204.75,683.5,1807886040,19947
Southern Asia,1988,204.75,683.5,1807886040,20225
Southern Asia,1989,204.75,683.5,1807886040,20611
Southern Asia,1990,204.75,683.5,1807886040,23353
Southern Asia,1991,204.75,683.5,1807886040,32853
Southern Asia,1992,204.75,683.5,1807886040,40522
Southern Asia,1993,204.75,683.5,1807886040,41832
Southern Asia,1994,204.75,683.5,1807886040,35472
Southern Asia,1995,204.75,683.5,1807886040,40456
Southern Asia,1996,204.75,683.5,1807886040,50843
Southern Asia,1997,204.75,683.5,1807886040,54828
Southern Asia,1998,204.75,683.5,1807886040,41239
Southern Asia,1999,204.75,683.5,1807886040,44762
Southern Asia,2000,204.75,683.5,1807886040,62625
Southern Asia,2001,204.75,683.5,1807886040,68137
Southern Asia,2002,204.75,683.5,1807886040,67420
Southern Asia,2003,204.75,683.5,1807886040,57106
Southern Asia,2004,204.75,683.5,1807886040,58521
Southern Asia,2005,204.75,683.5,1807886040,69510
Southern Asia,2006,204.75,683.5,1807886040,66742
Southern Asia,2007,204.75,683.5,1807886040,56032
Southern Asia,2008,204.75,683.5,1807886040,54154
Southern Asia,2009,204.75,683.5,1807886040,53083
Southern Asia,2010,204.75,683.5,1807886040,62284
Southern Asia,2011,204.75,683.5,1807886040,53673
Southern Asia,2012,204.75,683.5,1807886040,60568
Southern Asia,2013,204.75,683.5,1807886040,66964
Southern Europe,1980,546.2166666400001,159.94999998,149243440,7762
Southern Europe,1981,546.2166666400001,159.94999998,149243440,7037
Southern Europe,1982,546.2166666400001,159.94999998,149243440,5222
Southern Europe,1983,546.2166666400001,159.94999998,149243440,3083
Southern Europe,1984,546.2166666400001,159.94999998,149243440,3033
Southern Europe,1985,546.2166666400001,159.94999998,149243440,2868
Southern Europe,1986,546.2166666400001,159.94999998,149243440,4096
Southern Europe,1987,546.2166666400001,159.94999998,149243440,9806
Southern Europe,1988,546.2166666400001,159.94999998,149243440,8587
Southern Europe,1989,546.2166666400001,159.94999998,149243440,10650
Southern Europe,1990,546.2166666400001,159.94999998,149243440,10052
Southern Europe,1991,546.2166666400001,159.94999998,149243440,7804
Southern Europe,1992,546.2166666400001,159.94999998,149243440,5072
Southern Europe,1993,546.2166666400001,159.94999998,149243440,6802
Southern Europe,1994,546.2166666400001,159.94999998,149243440,5426
Southern Europe,1995,546.2166666400001,159.94999998,149243440,5965
Southern Europe,1996,546.2166666400001,159.94999998,149243440,5354
Southern Europe,1997,546.2166666400001,159.94999998,149243440,5117
Southern Europe,1998,546.2166666400001,159.94999998,149243440,5323
Southern Europe,1999,546.2166666400001,159.94999998,149243440,6140
Southern Europe,2000,546.2166666400001,159.94999998,149243440,4514
Southern Europe,2001,546.2166666400001,159.94999998,149243440,3981
Southern Europe,2002,546.2166666400001,159.94999998,149243440,2722
Southern Europe,2003,546.2166666400001,159.94999998,149243440,2203
Southern Europe,2004,546.2166666400001,159.94999998,149243440,2757
Southern Europe,2005,546.2166666400001,159.94999998,149243440,2521
Southern Europe,2006,546.2166666400001,159.94999998,149243440,2161
Southern Europe,2007,546.2166666400001,159.94999998,149243440,2079
Southern Europe,2008,546.2166666400001,159.94999998,149243440,2501
Southern Europe,2009,546.2166666400001,159.94999998,149243440,2750
Southern Europe,2010,546.2166666400001,159.94999998,149243440,2473
Southern Europe,2011,546.2166666400001,159.94999998,149243440,2336
Southern Europe,2012,546.2166666400001,159.94999998,149243440,2728
Southern Europe,2013,546.2166666400001,159.94999998,149243440,2982
Western Africa,1980,190.96666666,-106.14999999999999,360128200,306
Western Africa,1981,190.96666666,-106.14999999999999,360128200,301
Western Africa,1982,190.96666666,-106.14999999999999,360128200,210
Western Africa,1983,190.96666666,-106.14999999999999,360128200,222
Western Africa,1984,190.96666666,-106.14999999999999,360128200,271
Western Africa,1985,190.96666666,-106.14999999999999,360128200,319
Western Africa,1986,190.96666666,-106.14999999999999,360128200,427
Western Africa,1987,190.96666666,-106.14999999999999,360128200,1316
Western Africa,1988,190.96666666,-106.14999999999999,360128200,656
Western Africa,1989,190.96666666,-106.14999999999999,360128200,788
Western Africa,1990,190.96666666,-106.14999999999999,360128200,819
Western Africa,1991,190.96666666,-106.14999999999999,360128200,1786
Western Africa,1992,190.96666666,-106.14999999999999,360128200,3545
Western Africa,1993,190.96666666,-106.14999999999999,360128200,3067
Western Africa,1994,190.96666666,-106.14999999999999,360128200,1981
Western Africa,1995,190.96666666,-106.14999999999999,360128200,2382
Western Africa,1996,190.96666666,-106.14999999999999,360128200,2390
Western Africa,1997,190.96666666,-106.14999999999999,360128200,2465
Western Africa,1998,190.96666666,-106.14999999999999,360128200,2322
Western Africa,1999,190.96666666,-106.14999999999999,360128200,2406
Western Africa,2000,190.96666666,-106.14999999999999,360128200,3164
Western Africa,2001,190.96666666,-106.14999999999999,360128200,3459
Western Africa,2002,190.96666666,-106.14999999999999,360128200,3468
Western Africa,2003,190.96666666,-106.14999999999999,360128200,3016
Western Africa,2004,190.96666666,-106.14999999999999,360128200,4333
Western Africa,2005,190.96666666,-106.14999999999999,360128200,5303
Western Africa,2006,190.96666666,-106.14999999999999,360128200,5751
Western Africa,2007,190.96666666,-106.14999999999999,360128200,5684
Western Africa,2008,190.96666666,-106.14999999999999,360128200,5511
Western Africa,2009,190.96666666,-106.14999999999999,360128200,6802
Western Africa,2010,190.96666666,-106.14999999999999,360128200,8355
Western Africa,2011,190.96666666,-106.14999999999999,360128200,6578
Western Africa,2012,190.96666666,-106.14999999999999,360128200,7834
Western Africa,2013,190.96666666,-106.14999999999999,360128200,8664
Western Asia,1980,558.73333333,779.3333333300001,263388930,4181
Western Asia,1981,558.73333333,779.3333333300001,263388930,4662
Western Asia,1982,558.73333333,779.3333333300001,263388930,4120
Western Asia,1983,558.73333333,779.3333333300001,263388930,2440
Western Asia,1984,558.73333333,779.3333333300001,263388930,2882
Western Asia,1985,558.73333333,779.3333333300001,263388930,3430
Western Asia,1986,558.73333333,779.3333333300001,263388930,5054
Western Asia,1987,558.73333333,779.3333333300001,263388930,7485
Western Asia,1988,558.73333333,779.3333333300001,263388930,7800
Western Asia,1989,558.73333333,779.3333333300001,263388930,12717
Western Asia,1990,558.73333333,779.3333333300001,263388930,19219
Western Asia,1991,558.73333333,779.3333333300001,263388930,18453
Western Asia,1992,558.73333333,779.3333333300001,263388930,13182
Western Asia,1993,558.73333333,779.3333333300001,263388930,12626
Western Asia,1994,558.73333333,779.3333333300001,263388930,9353
Western Asia,1995,558.73333333,779.3333333300001,263388930,9734
Western Asia,1996,558.73333333,779.3333333300001,263388930,10446
Western Asia,1997,558.73333333,779.3333333300001,263388930,10526
Western Asia,1998,558.73333333,779.3333333300001,263388930,9993
Western Asia,1999,558.73333333,779.3333333300001,263388930,9743
Western Asia,2000,558.73333333,779.3333333300001,263388930,11475
Western Asia,2001,558.73333333,779.3333333300001,263388930,13137
Western Asia,2002,558.73333333,779.3333333300001,263388930,12160
Western Asia,2003,558.73333333,779.3333333300001,263388930,12149
Western Asia,2004,558.73333333,779.3333333300001,263388930,13728
Western Asia,2005,558.73333333,779.3333333300001,263388930,15494
Western Asia,2006,558.73333333,779.3333333300001,263388930,14541
Western Asia,2007,558.73333333,779.3333333300001,263388930,13644
Western Asia,2008,558.73333333,779.3333333300001,263388930,14719
Western Asia,2009,558.73333333,779.3333333300001,263388930,15726
Western Asia,2010,558.73333333,779.3333333300001,263388930,18503
Western Asia,2011,558.73333333,779.3333333300001,263388930,16799
Western Asia,2012,558.73333333,779.3333333300001,263388930,12477
Western Asia,2013,558.73333333,779.3333333300001,263388930,13522
Western Europe,1980,435.41666664999997,65.18333332,194539965,6810
Western Europe,1981,435.41666664999997,65.18333332,194539965,7459
Western Europe,1982,435.41666664999997,65.18333332,194539965,8491
Western Europe,1983,435.41666664999997,65.18333332,194539965,5371
Western Europe,1984,435.41666664999997,65.18333332,194539965,3976
Western Europe,1985,435.41666664999997,65.18333332,194539965,3795
Western Europe,1986,435.41666664999997,65.18333332,194539965,3763
Western Europe,1987,435.41666664999997,65.18333332,194539965,5126
Western Europe,1988,435.41666664999997,65.18333332,194539965,5396
Western Europe,1989,435.41666664999997,65.18333332,194539965,5930
Western Europe,1990,435.41666664999997,65.18333332,194539965,5057
Western Europe,1991,435.41666664999997,65.18333332,194539965,5809
Western Europe,1992,435.41666664999997,65.18333332,194539965,6285
Western Europe,1993,435.41666664999997,65.18333332,194539965,6958
Western Europe,1994,435.41666664999997,65.18333332,194539965,5366
Western Europe,1995,435.41666664999997,65.18333332,194539965,6563
Western Europe,1996,435.41666664999997,65.18333332,194539965,6611
Western Europe,1997,435.41666664999997,65.18333332,194539965,5638
Western Europe,1998,435.41666664999997,65.18333332,194539965,6240
Western Europe,1999,435.41666664999997,65.18333332,194539965,6798
Western Europe,2000,435.41666664999997,65.18333332,194539965,7249
Western Europe,2001,435.41666664999997,65.18333332,194539965,6933
Western Europe,2002,435.41666664999997,65.18333332,194539965,6202
Western Europe,2003,435.41666664999997,65.18333332,194539965,6840
Western Europe,2004,435.41666664999997,65.18333332,194539965,8036
Western Europe,2005,435.41666664999997,65.18333332,194539965,8272
Western Europe,2006,435.41666664999997,65.18333332,194539965,8278
Western Europe,2007,435.41666664999997,65.18333332,194539965,8133
Western Europe,2008,435.41666664999997,65.18333332,194539965,9970
Western Europe,2009,435.41666664999997,65.18333332,194539965,10525
Western Europe,2010,435.41666664999997,65.18333332,194539965,9145
Western Europe,2011,435.41666664999997,65.18333332,194539965,7415
Western Europe,2012,435.41666664999997,65.18333332,194539965,9243
Western Europe,2013,435.41666664999997,65.18333332,194539965,7913
